county,county_norm,precinct_label,unmatched_rows,unmatched_vote_volume,years
Wayne,WAYNE,Detroit City 54 Ward 15,2,545,2008|2010
Wayne,WAYNE,Detroit City 215 Ward 2,1,545,2012
Wayne,WAYNE,Detroit City 44 Ward 4,1,545,2012
Wayne,WAYNE,Detroit City 74 Ward 3,1,545,2012
Wayne,WAYNE,Detroit City 45 Ward 21,2,544,2008|2010
Wayne,WAYNE,Detroit City 13 Ward 21,2,543,2008|2010
Wayne,WAYNE,Detroit City 231 Ward 2,1,543,2012
Wayne,WAYNE,Detroit City 26 Ward 7,2,541,2008|2010
Macomb,MACOMB,Warren City 103,1,541,2008
Wayne,WAYNE,Detroit City 398 Ward 7,1,541,2012
Wayne,WAYNE,Ecorse City 11,2,540,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 17,2,539,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 14,2,539,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 5,1,539,2012
Wayne,WAYNE,Detroit City 53 Ward 4,1,539,2012
Wayne,WAYNE,Detroit City 451,3,538,2014|2016|2018
Wayne,WAYNE,Detroit City 22 Ward 12,2,538,2008|2010
Wayne,WAYNE,Plymouth Township 13,1,538,2008
Wayne,WAYNE,Detroit City 14 Ward 16,2,537,2008|2010
Wayne,WAYNE,Detroit City 86 Ward 3,1,537,2012
Wayne,WAYNE,Detroit City 44 Ward 15,2,536,2008|2010
Wayne,WAYNE,Detroit City 422 Ward 6,1,536,2012
Wayne,WAYNE,Detroit City 88 Ward 3,1,536,2012
Wayne,WAYNE,Detroit City 300 Ward 1,1,535,2012
Wayne,WAYNE,Detroit City 55 Ward 4,1,534,2012
Wayne,WAYNE,Detroit City 322,3,533,2014|2016|2018
Wayne,WAYNE,Detroit City 5 Ward 22,2,533,2008|2010
Macomb,MACOMB,Warren City 63,1,530,2008
Wayne,WAYNE,Detroit City 160 Ward 5,1,530,2012
Wayne,WAYNE,Detroit City 363 Ward 7,1,529,2012
Gladwin,GLADWIN,Gladwin Township 2,2,528,2008|2010
Wayne,WAYNE,Detroit City 8 Ward 26,2,528,2008|2010
Wayne,WAYNE,Detroit City 151 Ward 6,1,528,2012
Wayne,WAYNE,Detroit City 375 Ward 7,1,528,2012
Wayne,WAYNE,Detroit City 47 Ward 23,2,527,2008|2010
Macomb,MACOMB,Warren City 62,1,527,2008
Macomb,MACOMB,Warren City 97,1,526,2008
Wayne,WAYNE,Detroit City 242 Ward 2,1,526,2012
Wayne,WAYNE,Detroit City 11 Ward 10,2,525,2008|2010
Wayne,WAYNE,Detroit City 7 Ward 15,2,524,2008|2010
Wayne,WAYNE,Detroit City 288 Ward 2,1,524,2012
Wayne,WAYNE,Detroit City 38 Ward 7,2,523,2008|2010
Wayne,WAYNE,Detroit City 354 Ward 1,1,523,2012
Wayne,WAYNE,Detroit City 405 Ward 7,1,523,2012
Wayne,WAYNE,Detroit City 24,3,522,2014|2016|2018
Wayne,WAYNE,Detroit City 28 Ward 17,2,522,2008|2010
Wayne,WAYNE,Detroit City 3 Ward 22,2,522,2008|2010
Wayne,WAYNE,Detroit City 338 Ward 7,1,522,2012
Wayne,WAYNE,Detroit City 157 Ward 6,1,520,2012
Wayne,WAYNE,Detroit City 164 Ward 5,1,520,2012
Wayne,WAYNE,Detroit City 113,3,519,2014|2016|2018
Wayne,WAYNE,Detroit City 34 Ward 6,2,519,2008|2010
Wayne,WAYNE,Detroit City 132 Ward 5,1,519,2012
Wayne,WAYNE,Detroit City 360 Ward 1,1,519,2012
Wayne,WAYNE,Detroit City 13 Ward 17,2,518,2008|2010
Wayne,WAYNE,Detroit City 25 Ward 14,2,518,2008|2010
Berrien,BERRIEN,St. Joseph City 5,1,518,2008
Wayne,WAYNE,Detroit City 294 Ward 2,1,518,2012
Wayne,WAYNE,Detroit City 11 Ward 13,2,517,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 6,2,517,2008|2010
Wayne,WAYNE,Detroit City 45 Ward 22,2,517,2008|2010
Wayne,WAYNE,Detroit City 399 Ward 7,1,517,2012
Wayne,WAYNE,Detroit City 60 Ward 4,1,517,2012
Wayne,WAYNE,Detroit City 69 Ward 3,1,517,2012
Ontonagon,ONTONAGON,Greenland Township 2,2,516,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 3,2,516,2008|2010
Wayne,WAYNE,Detroit City 284 Ward 1,1,516,2012
Wayne,WAYNE,Detroit City 468,3,515,2014|2016|2018
Wayne,WAYNE,Detroit City 3 Ward 20,2,515,2008|2010
Kent,KENT,Kentwood City 17 Ward 2,1,515,2008
Wayne,WAYNE,Detroit City 30 Ward 14,2,514,2008|2010
Wayne,WAYNE,Detroit City 39 Ward 21,2,514,2008|2010
Wayne,WAYNE,Detroit City 117,3,513,2014|2016|2018
Wayne,WAYNE,Detroit City 19 Ward 14,2,511,2008|2010
Gratiot,GRATIOT,Lafayette Township 1A,2,509,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 17,2,509,2008|2010
Wayne,WAYNE,Detroit City 47 Ward 13,2,509,2008|2010
Wayne,WAYNE,Detroit City 193 Ward 3,1,509,2012
Wayne,WAYNE,Detroit City 196 Ward 3,1,509,2012
Wayne,WAYNE,Detroit City 49 Ward 4,1,509,2012
Wayne,WAYNE,Detroit City 191 Ward 3,1,507,2012
Wayne,WAYNE,Detroit City 38 Ward 17,2,506,2008|2010
Wayne,WAYNE,Detroit City 244 Ward 2,1,506,2012
Wayne,WAYNE,Detroit City 380 Ward 2,1,506,2012
Wayne,WAYNE,Detroit City 42 Ward 19,2,505,2008|2010
Macomb,MACOMB,Warren City 101,1,505,2008
Wayne,WAYNE,Detroit City 285 Ward 1,1,505,2012
Wayne,WAYNE,Detroit City 408 Ward 7,1,504,2012
Wayne,WAYNE,Detroit City 72 Ward 3,1,504,2012
Wayne,WAYNE,Detroit City 17 Ward 21,2,503,2008|2010
Wayne,WAYNE,Detroit City 221 Ward 2,1,503,2012
Wayne,WAYNE,Detroit City 406 Ward 7,1,502,2012
Wayne,WAYNE,Detroit City 15 Ward 24,2,501,2008|2010
Macomb,MACOMB,Warren City 78,1,501,2008
Mason,MASON,Ludington City 5 Ward 1,1,501,2010
Wayne,WAYNE,Detroit City 282 Ward 1,1,501,2012
Wayne,WAYNE,Detroit City 469,3,500,2014|2016|2018
Wayne,WAYNE,Detroit City 23 Ward 10,2,500,2008|2010
Wayne,WAYNE,Detroit City 212 Ward 2,1,500,2012
Wayne,WAYNE,Detroit City 166 Ward 5,1,498,2012
Wayne,WAYNE,Detroit City 339 Ward 7,1,497,2012
Wayne,WAYNE,Detroit City 374 Ward 7,1,497,2012
Wayne,WAYNE,Detroit City 28 Ward 14,2,496,2008|2010
Wayne,WAYNE,Detroit City 409 Ward 7,1,496,2012
Wayne,WAYNE,Detroit City 14 Ward 21,2,495,2008|2010
Wayne,WAYNE,Detroit City 6 Ward 18,2,495,2008|2010
Wayne,WAYNE,Detroit City 291 Ward 2,1,493,2012
Wayne,WAYNE,Detroit City 321 Ward 1,1,493,2012
Wayne,WAYNE,Detroit City 386 Ward 2,1,493,2012
Wayne,WAYNE,Detroit City 16 Ward 18,2,492,2008|2010
Wayne,WAYNE,Ecorse City 10,2,492,2008|2010
Kent,KENT,Grand Rapids City 32 Ward 1,1,492,2008
Wayne,WAYNE,Detroit City 19 Ward 4,1,492,2012
Wayne,WAYNE,Detroit City 335 Ward 7,1,492,2012
Wayne,WAYNE,Detroit City 425 Ward 6,1,490,2012
Mason,MASON,Ludington City 2 Ward 1,1,489,2010
Wayne,WAYNE,Detroit City 10 Ward 4,1,489,2012
Wayne,WAYNE,Detroit City 131 Ward 5,1,489,2012
Wayne,WAYNE,Detroit City 249 Ward 2,1,489,2012
Macomb,MACOMB,Warren City 99A,1,488,2008
Wayne,WAYNE,Detroit City 192 Ward 3,1,488,2012
Wayne,WAYNE,Detroit City 29 Ward 24,2,487,2008|2010
Wayne,WAYNE,Detroit City 436 Ward 5,1,487,2012
Wayne,WAYNE,Detroit City 220 Ward 5,1,486,2012
Wayne,WAYNE,Detroit City 25 Ward 4,1,485,2012
Wayne,WAYNE,Detroit City 424 Ward 6,1,485,2012
Wayne,WAYNE,Romulus City 13,3,484,2008|2010|2012
Wayne,WAYNE,Detroit City 24 Ward 9,2,484,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 11,2,484,2008|2010
Wayne,WAYNE,Detroit City 412,3,483,2014|2016|2018
Ionia,IONIA,Ionia City 1 Ward 2,1,483,2012
Wayne,WAYNE,Detroit City 144 Ward 6,1,483,2012
Wayne,WAYNE,Detroit City 143 Ward 6,1,482,2012
Wayne,WAYNE,Detroit City 163 Ward 5,1,481,2012
Wayne,WAYNE,Detroit City 393 Ward 7,1,481,2012
Wayne,WAYNE,Detroit City 397 Ward 7,1,480,2012
Wayne,WAYNE,Detroit City 371 Ward 7,1,478,2012
Wayne,WAYNE,Detroit City 17 Ward 20,2,477,2008|2010
Wayne,WAYNE,Detroit City 368 Ward 7,1,477,2012
Wayne,WAYNE,Detroit City 126 Ward 5,1,476,2012
Wayne,WAYNE,Detroit City 432 Ward 5,1,476,2012
Wayne,WAYNE,Detroit City 229 Ward 2,1,475,2012
Wayne,WAYNE,Detroit City 372,3,474,2014|2016|2018
Wayne,WAYNE,Detroit City 270,3,473,2014|2016|2018
Wayne,WAYNE,Detroit City 36 Ward 13,2,473,2008|2010
Wayne,WAYNE,Detroit City 52 Ward 20,2,473,2008|2010
Wayne,WAYNE,Detroit City 359 Ward 1,1,473,2012
Wayne,WAYNE,Detroit City 18 Ward 16,2,472,2008|2010
Wayne,WAYNE,Detroit City 36 Ward 8,2,472,2008|2010
Wayne,WAYNE,Detroit City 280 Ward 1,1,472,2012
Wayne,WAYNE,Detroit City 396 Ward 7,1,472,2012
Wayne,WAYNE,Detroit City 65 Ward 3,1,472,2012
Allegan,ALLEGAN,Hopkins Township 1B,2,471,2008|2010
Wayne,WAYNE,Detroit City 14 Ward 8,2,471,2008|2010
Wayne,WAYNE,Detroit City 346 Ward 7,1,471,2012
Wayne,WAYNE,Detroit City 108 Ward 3,1,470,2012
Wayne,WAYNE,Detroit City 391,3,469,2014|2016|2018
Wayne,WAYNE,Detroit City 39 Ward 5,2,468,2008|2010
Wayne,WAYNE,Detroit City 449 Ward 5,1,468,2012
Wayne,WAYNE,Detroit City 259 Ward 2,1,467,2012
Wayne,WAYNE,Detroit City 328 Ward 1,1,467,2012
Macomb,MACOMB,Warren City 102,1,466,2008
Wayne,WAYNE,Detroit City 26 Ward 9,2,465,2008|2010
Wayne,WAYNE,Detroit City 381 Ward 2,1,465,2012
Wayne,WAYNE,Detroit City 79 Ward 3,1,465,2012
Wayne,WAYNE,Detroit City 18 Ward 19,2,463,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 15,2,463,2008|2010
Wayne,WAYNE,Detroit City 37 Ward 18,2,463,2008|2010
Wayne,WAYNE,Detroit City 392 Ward 2,1,463,2012
Wayne,WAYNE,Detroit City 427 Ward 7,1,463,2012
Wayne,WAYNE,Detroit City 32 Ward 6,2,462,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 8,2,462,2008|2010
Wayne,WAYNE,Detroit City 307 Ward 1,1,462,2012
Wayne,WAYNE,Detroit City 35 Ward 14,2,460,2008|2010
Macomb,MACOMB,Warren City 66,1,460,2008
Wayne,WAYNE,Detroit City 214 Ward 2,1,458,2012
Wayne,WAYNE,Detroit City 394 Ward 7,1,458,2012
Wayne,WAYNE,Detroit City 415 Ward 7,1,458,2012
Wayne,WAYNE,Detroit City 4 Ward 12,2,457,2008|2010
Wayne,WAYNE,Detroit City 395 Ward 7,1,457,2012
Wayne,WAYNE,Detroit City 51 Ward 4,1,457,2012
Wayne,WAYNE,Detroit City 95 Ward 3,1,457,2012
Wayne,WAYNE,Detroit City 35 Ward 19,2,456,2008|2010
Macomb,MACOMB,Warren City 71,1,456,2008
Wayne,WAYNE,Detroit City 15 Ward 4,1,455,2012
Wayne,WAYNE,Detroit City 178 Ward 3,1,455,2012
Wayne,WAYNE,Detroit City 26 Ward 4,1,455,2012
Wayne,WAYNE,Detroit City 358 Ward 1,1,455,2012
Wayne,WAYNE,Detroit City 387 Ward 2,1,455,2012
Macomb,MACOMB,Warren City 96,1,454,2008
Ogemaw,OGEMAW,Richland Township 2B,1,454,2008
Wayne,WAYNE,Detroit City 227 Ward 2,1,454,2012
Kent,KENT,Grand Rapids City 2 Ward 2,1,453,2008
Wayne,WAYNE,Detroit City 37 Ward 7,2,452,2008|2010
Wayne,WAYNE,Detroit City 373 Ward 7,1,452,2012
Wayne,WAYNE,Detroit City 402 Ward 7,1,451,2012
Wayne,WAYNE,Detroit City 481 Ward 6,1,451,2012
Wayne,WAYNE,Detroit City 2 Ward 5,1,449,2012
Wayne,WAYNE,Detroit City 304 Ward 1,1,449,2012
Wayne,WAYNE,Detroit City 331 Ward 7,1,449,2012
Wayne,WAYNE,Detroit City 423 Ward 6,1,449,2012
Wayne,WAYNE,Detroit City 434 Ward 5,1,449,2012
Wayne,WAYNE,Detroit City 38 Ward 14,2,448,2008|2010
Wayne,WAYNE,Detroit City 388,3,447,2014|2016|2018
Wayne,WAYNE,Detroit City 47 Ward 22,2,447,2008|2010
Eaton,EATON,Grand Ledge City 3 Ward 3,1,447,2010
Eaton,EATON,Grand Ledge City 4 Ward 3,1,446,2010
Wayne,WAYNE,Detroit City 121 Ward 5,1,446,2012
Wayne,WAYNE,Detroit City 201 Ward 2,1,446,2012
Kent,KENT,Grand Rapids City 29 Ward 1,2,445,2008|2010
Wayne,WAYNE,Detroit City 370 Ward 7,1,445,2012
Wayne,WAYNE,Detroit City 52 Ward 4,1,445,2012
Mason,MASON,Ludington City 3 Ward 1,1,443,2010
Wayne,WAYNE,Detroit City 118 Ward 5,1,443,2012
Wayne,WAYNE,Detroit City 172 Ward 3,1,443,2012
Wayne,WAYNE,Detroit City 480 Ward 6,1,443,2012
Wayne,WAYNE,Detroit City 43 Ward 18,2,442,2008|2010
Wayne,WAYNE,Detroit City 16 Ward 9,2,439,2008|2010
Wayne,WAYNE,Detroit City 23 Ward 11,2,439,2008|2010
Wayne,WAYNE,Detroit City 33 Ward 16,2,439,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 3,1,437,2012
Wayne,WAYNE,Detroit City 171,3,436,2014|2016|2018
Macomb,MACOMB,Warren City 100,1,436,2008
Wayne,WAYNE,Detroit City 7 Ward 24,2,435,2008|2010
Wayne,WAYNE,Detroit City 110 Ward 4,1,435,2012
Wayne,WAYNE,Detroit City 16 Ward 4,1,435,2012
Wayne,WAYNE,Detroit City 260 Ward 2,1,435,2012
Wayne,WAYNE,Detroit City 325 Ward 1,1,435,2012
Wayne,WAYNE,Detroit City 188 Ward 3,1,434,2012
Wayne,WAYNE,Detroit City 240 Ward 2,1,433,2012
Wayne,WAYNE,Detroit City 190 Ward 3,1,432,2012
Wayne,WAYNE,Detroit City 230 Ward 2,1,432,2012
Wayne,WAYNE,Detroit City 389 Ward 2,1,432,2012
Wayne,WAYNE,Detroit City 470 Ward 6,1,432,2012
Wayne,WAYNE,Detroit City 54,3,430,2014|2016|2018
Wayne,WAYNE,Detroit City 5 Ward 10,2,430,2008|2010
Wayne,WAYNE,Detroit City 203 Ward 2,1,430,2012
Wayne,WAYNE,Detroit City 71 Ward 21,2,429,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 13,2,428,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 20,2,427,2008|2010
Macomb,MACOMB,Warren City 72,1,427,2008
Wayne,WAYNE,Detroit City 159 Ward 5,1,427,2012
Wayne,WAYNE,Detroit City 337 Ward 7,1,427,2012
Wayne,WAYNE,Detroit City 378 Ward 1,1,426,2012
Wayne,WAYNE,Detroit City 42 Ward 12,2,425,2008|2010
Wayne,WAYNE,Detroit City 111 Ward 4,1,425,2012
Wayne,WAYNE,Detroit City 477 Ward 6,1,425,2012
Wayne,WAYNE,Detroit City 31 Ward 24,2,424,2008|2010
Wayne,WAYNE,Detroit City 333 Ward 7,1,424,2012
Wayne,WAYNE,Detroit City 61 Ward 3,1,424,2012
Wayne,WAYNE,Detroit City 202 Ward 2,1,423,2012
Wayne,WAYNE,Detroit City 460 Ward 6,1,423,2012
Wayne,WAYNE,Detroit City 128 Ward 5,1,422,2012
Wayne,WAYNE,Inkster City 5 Ward 3,3,420,2008|2010|2012
Wayne,WAYNE,Detroit City 400 Ward 7,1,420,2012
Wayne,WAYNE,Detroit City 120 Ward 5,1,419,2012
Wayne,WAYNE,Detroit City 461 Ward 6,1,418,2012
Genesee,GENESEE,Flint City 33 Ward 5,4,417,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 22,2,417,2008|2010
Wayne,WAYNE,Detroit City 310 Ward 1,1,416,2012
Wayne,WAYNE,Detroit City 28 Ward 22,2,414,2008|2010
Wayne,WAYNE,Detroit City 403 Ward 2,1,414,2012
Wayne,WAYNE,Detroit City 41 Ward 4,1,414,2012
Wayne,WAYNE,Detroit City 187 Ward 3,1,413,2012
Wayne,WAYNE,Detroit City 246 Ward 2,1,413,2012
Wayne,WAYNE,Detroit City 296 Ward 2,1,413,2012
Wayne,WAYNE,Detroit City 367 Ward 7,1,413,2012
Macomb,MACOMB,Warren City 81,1,412,2008
Wayne,WAYNE,Detroit City 64 Ward 3,1,412,2012
Wayne,WAYNE,Detroit City 155,3,411,2014|2016|2018
Wayne,WAYNE,Detroit City 11 Ward 23,2,411,2008|2010
Wayne,WAYNE,Detroit City 4 Ward 6,2,411,2008|2010
Macomb,MACOMB,Warren City 88,1,411,2008
Wayne,WAYNE,Detroit City 135 Ward 5,1,410,2012
Wayne,WAYNE,Detroit City 329 Ward 1,1,410,2012
Wayne,WAYNE,Detroit City 431 Ward 7,1,410,2012
Wayne,WAYNE,Detroit City 22 Ward 20,2,409,2008|2010
Genesee,GENESEE,Flint City 38 Ward 5,4,408,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 278 Ward 1,1,408,2012
Wayne,WAYNE,Detroit City 56 Ward 4,1,408,2012
Wayne,WAYNE,Detroit City 262 Ward 1,1,407,2012
Wayne,WAYNE,Detroit City 419 Ward 6,1,407,2012
Wayne,WAYNE,Detroit City 12 Ward 12,2,406,2008|2010
Wayne,WAYNE,Detroit City 253 Ward 1,1,406,2012
Wayne,WAYNE,Detroit City 289 Ward 2,1,406,2012
Wayne,WAYNE,Detroit City 429 Ward 7,1,406,2012
Wayne,WAYNE,Trenton City 8,2,405,2008|2010
Wayne,WAYNE,Detroit City 401 Ward 7,1,405,2012
Wayne,WAYNE,Detroit City 85 Ward 3,1,405,2012
Wayne,WAYNE,Detroit City 112 Ward 4,1,404,2012
Wayne,WAYNE,Detroit City 176 Ward 3,1,403,2012
Wayne,WAYNE,Detroit City 234 Ward 2,1,403,2012
Wayne,WAYNE,Detroit City 348 Ward 7,1,403,2012
Wayne,WAYNE,Detroit City 5 Ward 23,2,402,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 11,2,402,2008|2010
Wayne,WAYNE,Detroit City 59 Ward 4,1,402,2012
Wayne,WAYNE,Detroit City 39 Ward 14,2,401,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 15,2,401,2008|2010
Wayne,WAYNE,Detroit City 204 Ward 2,1,401,2012
Wayne,WAYNE,Detroit City 473 Ward 6,1,401,2012
St. Clair,ST. CLAIR,Clay Township 2,4,398,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 174 Ward 3,1,397,2012
Wayne,WAYNE,Detroit City 181,3,395,2014|2016|2018
Wayne,WAYNE,Detroit City 252 Ward 1,1,395,2012
Wayne,WAYNE,Detroit City 209 Ward 2,1,394,2012
Wayne,WAYNE,Detroit City 318 Ward 1,1,393,2012
Wayne,WAYNE,Detroit City 38 Ward 12,2,392,2008|2010
Wayne,WAYNE,Detroit City 29 Ward 4,1,392,2012
Wayne,WAYNE,Detroit City 327 Ward 1,1,392,2012
Wayne,WAYNE,Detroit City 41 Ward 8,2,391,2008|2010
Wayne,WAYNE,Detroit City 2 Ward 14,2,390,2008|2010
Wayne,WAYNE,Detroit City 319 Ward 1,1,390,2012
Wayne,WAYNE,Detroit City 91 Ward 3,1,390,2012
Ogemaw,OGEMAW,Rose City 1 Ward 3,4,389,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 241 Ward 2,1,389,2012
Wayne,WAYNE,Detroit City 290 Ward 2,1,389,2012
Wayne,WAYNE,Detroit City 20 Ward 23,2,388,2008|2010
Wayne,WAYNE,Detroit City 226 Ward 2,1,388,2012
Wayne,WAYNE,Detroit City 302 Ward 1,1,388,2012
Wayne,WAYNE,Detroit City 320 Ward 1,1,388,2012
Wayne,WAYNE,Detroit City 457 Ward 6,1,388,2012
Wayne,WAYNE,Detroit City 24 Ward 21,2,387,2008|2010
Wayne,WAYNE,Detroit City 137 Ward 5,1,387,2012
Jackson,JACKSON,Leoni Township 5,2,386,2008|2010
Wayne,WAYNE,Detroit City 334 Ward 7,1,385,2012
Wayne,WAYNE,Detroit City 194 Ward 3,1,384,2012
Wayne,WAYNE,Detroit City 377 Ward 7,1,384,2012
Ogemaw,OGEMAW,Churchill Township 2,1,383,2008
Wayne,WAYNE,Detroit City 189 Ward 3,1,383,2012
Wayne,WAYNE,Plymouth Township 16,1,383,2008
Wayne,WAYNE,Detroit City 48 Ward 15,2,382,2008|2010
Wayne,WAYNE,Detroit City 275 Ward 1,1,382,2012
Wayne,WAYNE,Detroit City 366 Ward 7,1,382,2012
Wayne,WAYNE,Detroit City 446 Ward 5,1,382,2012
Wayne,WAYNE,Detroit City 256 Ward 2,1,381,2012
Wayne,WAYNE,Detroit City 437 Ward 5,1,380,2012
Wayne,WAYNE,Detroit City 3 Ward 3,2,379,2008|2010
Wayne,WAYNE,Detroit City 5 Ward 4,1,379,2012
Wayne,WAYNE,Detroit City 114 Ward 4,1,378,2012
Wayne,WAYNE,Detroit City 76,3,377,2014|2016|2018
Wayne,WAYNE,Detroit City 186 Ward 3,1,377,2012
Wayne,WAYNE,Detroit City 238 Ward 2,1,377,2012
Wayne,WAYNE,Detroit City 2 Ward 20,2,376,2008|2010
Wayne,WAYNE,Detroit City 444 Ward 5,1,376,2012
Wayne,WAYNE,Detroit City 70 Ward 3,1,376,2012
Wayne,WAYNE,Detroit City 92 Ward 3,1,376,2012
Wayne,WAYNE,Detroit City 1 Ward 9,2,375,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 25,2,375,2008|2010
Wayne,WAYNE,Detroit City 130 Ward 5,1,374,2012
Wayne,WAYNE,Detroit City 407 Ward 7,1,374,2012
Wayne,WAYNE,Detroit City 433 Ward 5,1,374,2012
Wayne,WAYNE,Detroit City 35 Ward 25,2,373,2008|2010
Wayne,WAYNE,Detroit City 376 Ward 7,1,373,2012
Macomb,MACOMB,Harrison Township 12,1,372,2008
Wayne,WAYNE,Detroit City 213 Ward 2,1,372,2012
Wayne,WAYNE,Detroit City 332 Ward 7,1,372,2012
Wayne,WAYNE,Detroit City 119 Ward 5,1,371,2012
Wayne,WAYNE,Detroit City 93 Ward 3,1,371,2012
Wayne,WAYNE,Detroit City 57 Ward 4,1,370,2012
Wayne,WAYNE,Detroit City 103 Ward 4,1,369,2012
Wayne,WAYNE,Detroit City 239 Ward 2,1,369,2012
Wayne,WAYNE,Detroit City 48 Ward 20,2,367,2008|2010
Wayne,WAYNE,Detroit City 94 Ward 3,1,366,2012
Wayne,WAYNE,Detroit City 274 Ward 1,1,364,2012
Wayne,WAYNE,Detroit City 404 Ward 7,1,364,2012
Wayne,WAYNE,Detroit City 365 Ward 7,1,363,2012
Wayne,WAYNE,Detroit City 170 Ward 5,1,362,2012
Wayne,WAYNE,Detroit City 283 Ward 1,1,362,2012
Genesee,GENESEE,Flint City 35 Ward 5,4,360,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 439 Ward 5,1,360,2012
Wayne,WAYNE,Detroit City 96 Ward 3,1,360,2012
Wayne,WAYNE,Detroit City 168 Ward 5,1,359,2012
Wayne,WAYNE,Detroit City 261 Ward 1,1,359,2012
Wayne,WAYNE,Detroit City 295 Ward 2,1,359,2012
Wayne,WAYNE,Detroit City 476 Ward 6,1,359,2012
Wayne,WAYNE,Detroit City 4 Ward 22,2,358,2008|2010
Macomb,MACOMB,Warren City 98,1,357,2008
Wayne,WAYNE,Detroit City 277 Ward 1,1,356,2012
Wayne,WAYNE,Detroit City 301 Ward 1,1,356,2012
Wayne,WAYNE,Detroit City 498,1,354,2018
Macomb,MACOMB,Warren City 92,1,353,2008
Wayne,WAYNE,Detroit City 314 Ward 2,1,353,2012
Wayne,WAYNE,Detroit City 58 Ward 4,1,353,2012
Wayne,WAYNE,Detroit City 14 Ward 4,1,352,2012
Wayne,WAYNE,Detroit City 146 Ward 6,1,351,2012
Wayne,WAYNE,Detroit City 251 Ward 1,1,351,2012
Wayne,WAYNE,Detroit City 27 Ward 22,2,350,2008|2010
Wayne,WAYNE,Detroit City 385 Ward 2,1,350,2012
Wayne,WAYNE,Detroit City 475 Ward 6,1,350,2012
Mason,MASON,Ludington City 6 Ward 1,1,348,2010
Wayne,WAYNE,Detroit City 453 Ward 6,1,348,2012
Wayne,WAYNE,Detroit City 27 Ward 23,2,347,2008|2010
Wayne,WAYNE,Detroit City 183 Ward 3,1,346,2012
Wayne,WAYNE,Detroit City 34 Ward 24,2,345,2008|2010
Wayne,WAYNE,Detroit City 142 Ward 5,1,345,2012
Wayne,WAYNE,Detroit City 447 Ward 5,1,345,2012
Wayne,WAYNE,Detroit City 8 Ward 17,2,343,2008|2010
Wayne,WAYNE,Detroit City 81 Ward 5,2,343,2008|2010
Wayne,WAYNE,Detroit City 317 Ward 1,1,343,2012
Wayne,WAYNE,Detroit City 67 Ward 3,1,343,2012
Arenac,ARENAC,Deep River Township 2,1,342,2008
Wayne,WAYNE,Detroit City 200 Ward 2,1,342,2012
Wayne,WAYNE,Detroit City 445 Ward 5,1,342,2012
Wayne,WAYNE,Detroit City 98 Ward 5,1,341,2012
Wayne,WAYNE,Detroit City 293 Ward 2,1,340,2012
Wayne,WAYNE,Detroit City 309 Ward 1,1,340,2012
Wayne,WAYNE,Detroit City 474 Ward 6,1,340,2012
Wayne,WAYNE,Detroit City 486,3,339,2014|2016|2018
Wayne,WAYNE,Detroit City 228 Ward 2,1,337,2012
Wayne,WAYNE,Detroit City 129 Ward 5,1,336,2012
Wayne,WAYNE,Detroit City 326 Ward 1,1,336,2012
Wayne,WAYNE,Detroit City 472 Ward 6,1,336,2012
Wayne,WAYNE,Detroit City 50 Ward 4,1,336,2012
Wayne,WAYNE,Detroit City 489,3,335,2014|2016|2018
Gladwin,GLADWIN,Gladwin City 4 Ward 1,2,333,2016|2018
Wayne,WAYNE,Detroit City 420 Ward 6,1,333,2012
Crawford,CRAWFORD,Grayling Township 2,2,332,2008|2010
Wayne,WAYNE,Detroit City 30 Ward 4,1,332,2012
Ogemaw,OGEMAW,Richland Township 1A,2,331,2008|2010
Wayne,WAYNE,Detroit City 219 Ward 2,1,331,2012
Wayne,WAYNE,Detroit City 13 Ward 7,2,330,2008|2010
Wayne,WAYNE,Detroit City 116 Ward 5,1,330,2012
Wayne,WAYNE,Detroit City 149 Ward 6,1,330,2012
Wayne,WAYNE,Detroit City 416 Ward 6,1,329,2012
Wayne,WAYNE,Detroit City 357 Ward 1,1,328,2012
Ogemaw,OGEMAW,Edwards Township 2,2,327,2008|2010
Wayne,WAYNE,Detroit City 9 Ward 12,2,327,2008|2010
Wayne,WAYNE,Detroit City 313 Ward 2,1,327,2012
Wayne,WAYNE,Detroit City 102 Ward 3,1,326,2012
Wayne,WAYNE,Detroit City 438 Ward 5,1,326,2012
